66,1
5001127,0
1771,1
582704,0
7819187,1
26,0
42424,1
6426932,0
11,1
2212908,0
1516120,0
1031349,0
7596957,1
518117,0
9137542,0
696,1
82528,1
178554,0
809908,1
9428249,1
57275,1
8667040,0
16790,0
7090780,0
820028,1
274,0
9840425,0
518815,1
5206025,1
48347,0
367840,0
8660580,0
6902229,0
7419111,0
2742708,0
631732,0
540,0
35522,0
929,1
85567,0
69431,0
1986245,0
62126,1
4554,1
5775,1
6810186,1
367994,0
88,1
376673,1
33,1
4127751,0
2150,0
609912,0
172853,0
701246,0
76656,0
8558,1
4257385,0
0,1
81360,0
4,1
0,1
7858903,0
8646916,0
8189017,0
1069178,0
767,1
8394387,0
5070824,0
4192,0
3174713,1
5851602,0
4967694,1
1484491,0
547,0
179971,1
2552,1
912,0
95359,1
877778,1
555,1
3207023,1
603,0
8558,1
83480,0
962793,0
54945,1
7931397,1
412220,0
3,1
1606,0
66,1
37473,1
30003,1
6032732,0
6170716,1
365,0
6,1
296692,1
66,1
16761,1
5345419,0
72827,1
8010108,1
2825282,1
545,1
262,1
13538,0
9779,1
22,1
3223,1
62322,0
501842,0
4237708,0
50605,1
320648,0
7450027,0
8787413,0
1779771,1
1877202,0
4679764,1
9567,0
7776557,0
4215124,1
88,1
433334,1
260210,0
4832,0
7447,1
2578442,0
4249424,1
138831,1
31677,0
9,1
1551,1
230288,0
686539,0
5439316,0
8541458,1
521034,0
6205821,0
4224,1
5919,0
7367229,0
68,0
803308,1
424424,1
44,1
79297,1
33,1
4867684,1
726284,0
44,1
3381833,1
5,1
5,1
66,1
45382,0
3438343,1
545725,0
5775,1
99,1
626,1
485584,1
74869,0
9229,1
4054504,1
2763672,1
682749,0
188881,1
13231,1
16,0
988,0
26362,1
222,1
77,1
206253,0
591209,0
149402,0
1274721,1
7930397,1
697,0
5,1
208441,0
11,1
99,1
3368630,0
8,1
22,1
929929,1
57075,1
452649,0
97320,0
9611703,0
973379,1
3793197,0
6512327,0
8448,1
76941,0
53135,1
2291289,0
5731,0
823468,0
88639,0
91396,0
4045145,0
38418,0
23,0
691122,0
8534358,1
8,1
3357533,1
9119,1
5828928,0
7274727,1
8331548,0
1693,0
480174,0
3105013,1
747,1
44,1
22,1
2524425,0
1544451,1
2091293,0
548146,0
56214,0
32652,0
26015,0
535,1
4871,0
7153517,1
94,0
3517806,0
90,0
585,1
6349680,0
81739,0
47774,1
6871,0
6116,1
853,0
52525,1
18991,0
8024331,0
36963,1
8008,1
1541451,1
6285216,0
20975,0
7457547,1
7780110,0
4649059,0
210012,1
98852,0
94549,1
88,1
576675,1
938839,1
8803088,1
945019,0
789,0
49244,0
471,0
8496652,0
4939559,0
94,0
171,1
575,1
6363512,0
94202,0
6,1
751157,1
9437349,1
520609,0
274654,0
72174,0
6,1
90309,1
636,1
8149313,0
66323,0
6402565,0
8,1
1047401,1
84848,1
88,1
9580794,0
6927296,1
7147417,1
73818,0
5949108,0
5188284,0
9837389,1
8580633,0
5,1
4385,0
3695963,1
188881,1
8411082,0
77377,1
60371,0
518,0
437398,0
4554,1
981189,1
10801,1
4,1
323,1
2882,1
1,1
30103,1
44,1
7,1
792087,0
8829,0
565,1
99,1
5633365,1
219912,1
7044671,0
41814,1
4430738,0
9798979,1
86568,1
23296,0
71204,0
0,1
9577945,0
990832,0
696,1
4004,1
1221221,1
45013,0
43434,1
77877,1
1099657,0
353,1
451154,1
5736375,1
6789148,0
81418,1
3443,1
282,1
7303458,0
484484,1
82550,0
3106,0
257752,1
863,0
856658,1
1613775,0
49854,0
2583852,1
47774,1
6699642,0
287782,1
1,1
375573,1
9,1
7504057,1
26,0
49739,0
48596,0
9255529,1
88288,1
666,1
131953,0
7827150,0
1499483,0
6931396,1
6506519,0
5915195,1
8274611,0
101,1
19592,0
11,1
614225,0
9313139,1
181,1
902906,0
8064718,0
463264,0
2,1
5930,0
1401935,0
95487,0
5,1
4,1
413417,0
111,1
3318755,0
540473,0
342,0
69874,0
5345508,0
591513,0
19860,0
1195911,1
585,1
52502,0
24342,1
5361235,0
30592,0
687786,1
57548,0
6256539,0
4770780,0
5199915,1
39693,1
6569,0
1112111,1
3553,1
47189,0
248572,0
5948995,0
374,0
1464252,0
66351,0
370821,0
52825,1
9238814,0
2550552,1
66421,0
53535,1
7971,0
8778778,1
8686340,0
6006,1
7951957,0
2751572,1
84687,0
3260623,1
6355536,1
9106411,0
5390,0
53114,0
5593,0
3142051,0
294492,1
3697,0
5885,1
7972797,1
70549,0
9585731,0
2354,0
5942495,1
9042,0
79159,0
74147,1
4443913,0
4918270,0
3386833,1
331133,1
80175,0
12498,0
3818866,0
88,1
6449971,0
5996465,0
2401376,0
916,0
81246,0
2862682,1
22,1
62933,0
30747,0
6761676,1
101,1
13155,0
81894,0
3228813,0
1621261,1
6996,1
1631361,1
8870057,0
8221,0
22,1
1881,1
22,1
432531,0
6459296,0
3736396,0
1,1
130212,0
120021,1
2,1
125521,1
1138261,0
563167,0
50156,0
8339654,0
3,1
1879,0
690204,0
2613162,1
3363633,1
74247,1
26270,0
11,1
77,1
88,1
40,0
66,1
827185,0
1054273,0
909,1
628826,1
6536356,1
63236,1
558,0
6647466,1
48784,1
587785,1
868675,0
19831,0
57175,1
837821,0
504325,0
347049,0
669778,0
4548454,1
284482,1
6074706,1
722227,1
8448,1
8448,1
9514033,0
6556,1
81918,1
3663,1
8448,1
256,0
267853,0
286,0
930,0
776571,0
3297810,0
995469,0
0,1
8661728,0
386683,1
7251527,1
89500,0
66027,0
3890624,0
8733196,0
99,1
4369905,0
1712,0
3782873,1
976,0
8400972,0
9915648,0
901125,0
9056944,0
713461,0
50880,0
441090,0
6,1
313538,0
8144418,1
5970052,0
1111,1
2662,1
82908,0
64046,1
650536,0
2714,0
72843,0
826628,1
104401,1
4222810,0
7557,1
3569,0
9933435,0
427724,1
66,1
6161,0
33,1
558855,1
626,1
4339,0
5263,0
4027204,1
4,1
4823736,0
26262,1
4370734,1
171,1
5095537,0
4116,0
9361,0
464464,1
424860,0
3859155,0
4981894,1
464,1
568871,0
2303150,0
712217,1
152666,0
139410,0
289654,0
68886,1
9866935,0
72593,0
33,1
873274,0
5445,1
65056,1
2907092,1
8281828,1
876678,1
12421,1
35653,1
479974,1
8769678,1
7261379,0
3921940,0
7777,1
534700,0
3094903,1
8421248,1
971179,1
264,0
7915927,0
9493949,1
1887,0
11,1
87,0
86540,0
465564,1
10651,0
5916,0
810,0
4002266,0
26515,0
313,1
38683,1
88688,1
201993,0
4153514,1
2,1
4,1
39693,1
22997,0
808,1
88,1
3381,0
6428546,0
23992,0
36963,1
528825,1
231132,1
4531910,0
5592326,0
324482,0
261030,0
34396,0
742330,0
768,0
6143309,0
6251526,1
233200,0
205502,1
273892,0
9741496,0
8,1
1436044,0
22922,1
815,0
7007007,1
835696,0
66,1
9407618,0
11,1
2712172,1
7709,0
621,0
6767177,0
6436346,1
248249,0
9720,0
88,1
6620266,1
147355,0
888888,1
186681,1
6900766,0
4445524,0
88,1
132231,1
7557,1
71017,1
24,0
161161,1
905,0
77,1
5727934,0
226187,0
888,1
3492943,1
712246,0
2196248,0
8704394,0
9,1
189981,1
11809,0
6226,1
9198018,0
9705079,1
1738125,0
72104,0
106944,0
7578401,0
65860,0
4447444,1
1131537,0
2918879,0
6351536,1
44688,0
9146419,1
35053,1
3895983,1
44275,0
6226,1
10909,0
9671769,1
711,0
37173,1
496834,0
107037,0
88,1
949155,0
2772585,0
535294,0
77333,0
592524,0
77677,1
910019,1
676,1
434,1
9975108,0
817014,0
971179,1
1552877,0
5850944,0
3,1
7,1
916,0
1810129,0
7161324,0
222222,1
525027,0
88245,0
7887,1
99,1
9715981,0
12298,0
1139311,1
3005,0
5257424,0
149941,1
783095,0
7,1
66294,0
549477,0
8668,1
1,1
180,0
105501,1
94,0
67419,0
37164,0
55,1
8468,0
14218,0
11,1
8489848,1
855558,1
305384,0
31988,0
3222762,0
3443,1
55,1
40970,0
1891,0
7007,1
9660436,0
259229,0
90609,1
7277727,1
4444,1
51180,0
7342437,1
3223,1
4291,0
97379,1
3725980,0
727,1
900,0
371173,1
7448470,0
53959,0
3993,1
62826,1
5001364,0
948849,1
8325238,1
3940493,1
77843,0
8780426,0
2,1
38711,0
158851,1
3,1
7116117,1
606,1
5827,0
3,1
6,1
13717,0
88,1
2,1
9339,1
6587622,0
6909825,0
97379,1
6023427,0
814769,0
85315,0
3021203,1
8158418,0
9,1
4445569,0
26262,1
21412,1
8762678,1
7231055,0
3,1
1019843,0
7667,1
915519,1
621585,0
413520,0
120,0
58885,1
25245,0
505,1
5839385,1
1044401,1
3687910,0
40,0
57716,0
3710006,0
8535358,1
3854583,1
6760,0
989,1
2164,0
9527948,0
717,1
6177716,1
89,0
146641,1
910276,0
1713021,0
214,0
83126,0
2332,1
143273,0
1261374,0
1392298,0
539081,0
3009783,0
6336,1
15,0
744228,0
1718171,1
717,1
6996,1
6577,0
5031676,0
5421,0
67176,1
5131315,1
7495787,0
